"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","mgi_symbol"
"ENSMUSG00000001506",196.729373536273,2.88981646041769,0.271148727975533,10.6576803143936,1.60551951659253e-26,6.9547091659997e-24,"Col1a1"
"ENSMUSG00000026956",244.431238639767,2.1633389439004,0.204380435099576,10.5848631883302,3.50292102091251e-26,1.48036859827686e-23,"Uap1l1"
"ENSMUSG00000002992",4870.90488391314,1.23695047519535,0.117952718869061,10.4868330891845,9.9301082106661e-26,4.09664249919551e-23,"Apoc2"
"ENSMUSG00000041653",97.1218929112337,3.26322735728398,0.311366710567837,10.4803347516915,1.06366576262898e-25,4.28607829513309e-23,"Pnpla3"
"ENSMUSG00000034220",431.80258325105,2.24768087943279,0.214757747451262,10.4661224384601,1.23602840793034e-25,4.86742368732025e-23,"Gpc1"
"ENSMUSG00000032548",1013.47560864554,-1.5980087042724,0.153331848095399,-10.4218968474062,1.96984740996685e-25,7.58478801611014e-23,"Slco2a1"
"ENSMUSG00000002831",567.05839625014,2.54873240602003,0.246092451684344,10.3568085431942,3.89749995412331e-25,1.4680865588064e-22,"Plin4"
"ENSMUSG00000033581",66.838506046267,2.80935034694517,0.273707182252505,10.2640724434971,1.02299329088842e-24,3.77136271302631e-22,"Igf2bp2"
"ENSMUSG00000059060",53.8950912627878,3.16029854996031,0.310471671656274,10.1790238481374,2.46016803852778e-24,8.88069408407726e-22,"Rad51l1"
"ENSMUSG00000030827",81.0561056021998,2.73557633140429,0.26970990996141,10.142661542528,3.572314869161e-24,1.26321428036638e-21,"Fgf21"
"ENSMUSG00000030257",95.8149130558964,-2.53114570918169,0.250018504091965,-10.1238335073417,4.33112122172515e-24,1.50090674817663e-21,"Srgap3"
"ENSMUSG00000020427",446.114818839837,1.81056726559379,0.181265065240512,9.98850640740635,1.7114091774232e-23,5.81442878768857e-21,"Igfbp3"
"ENSMUSG00000072115",2643.72186056462,-1.5784572205748,0.158682617288651,-9.94725980416317,2.59222608710782e-23,8.6375964252533e-21,"Ang"
"ENSMUSG00000012123",57.1801778858593,2.90647855984719,0.292409730020362,9.93974639504918,2.79537887517011e-23,9.13877920190046e-21,"Aim1l"
"ENSMUSG00000003053",33916.1789956889,-2.11861690313171,0.213822746986323,-9.90828587225676,3.83163343685819e-23,1.22945764000818e-20,"Cyp2c29"
"ENSMUSG00000028655",1799.22455513953,2.09712915627825,0.212440153986284,9.87162321683144,5.52629751150713e-23,1.74098467239789e-20,"Mfsd2a"
